generic_id,created_at,complaint_status_id,voteup_count,city_id,ward_id,category_id,sub_category_id,civic_agency_id,title,description,location
W017840C302506,"बायें हाथ पर गली न.2 के बाहर शिवरामपुरम रोहटा रोड पर वार्ड न.22 में 20 दिन से कूड़ा व गंदगी पड़ी है यहां तक की गली के मैन रास्ते पर ये कूड़ा फैला दिया जाता है, जिससे निकलना भी मुश्किल हो रहा है,ये कूड़ा साफ करवाया जाए, इस पुलिया की जो सीमेंट टूट रही है,उसे ठीक करवाया जाए,तथा कूड़े की
 प्रतिदिन यहां से सफाई कराई जाए,तथा कूड़ा फैलाकर रास्ते को बंद करने वालो के खिलाफ कार्यवाही की जाए",9,1,9,1784,6,155,29,"20-12-2017 18:51","बायें हाथ पर गली न.2 के बाहर शिवरामपुरम रोहटा रोड पर वार्ड न.22 म...","Saraswati Vihar, Nai Basti, Fazalpur, Meerut, Uttar Pradesh 250001, India"
W017400C302572,"Place place pr garbage milta h or bhot sari prblm hoti h usse ."""""" traffic of animals ; bad smell; nd many more",9,1,9,1740,6,155,29,"21-12-2017 09:13","Place place pr garbage milta h or bhot sari prblm hoti h usse .""""...","Meerut, Uttar Pradesh, India"
W017400C302610,"Garbage issue",9,0,9,1740,6,155,29,"21-12-2017 11:32","Garbage issue","Meerut, Uttar Pradesh, India"
W017400C302633,"Garbage issue not cleaned",9,0,9,1740,6,155,29,"21-12-2017 12:49","Garbage issue not cleaned","Meerut, Uttar Pradesh, India"
W017400C302731,"रेलवे स्टेशन से ईदगाह वाली रोड पर आनन्द पुरी के पास नगर निगम का कुडा कचरा डाला जाता है, इस रास्ते पर आना जाना काफी मुश्किल हो रहा है, कचरे के ढेर सडक पर भी डाले जा रहे हैं जिससे रास्ता काफी सकरा हो जाता है।
कृपया इस पर घ्यान देना चाहिए, आने जाने वालो को दिक्कत भी ना हो।
वेसे भी स्वच्छ मेरठ की बात होती है परन्तु दिखता नहीं है।",9,1,9,1740,6,155,29,"21-12-2017 20:28","रेलवे स्टेशन से ईदगाह वाली रोड पर आनन्द पुरी के पास नगर निगम का क...","Meerut, Uttar Pradesh, India"
W017560C302760,"There is a big water leakage from underground eater line in Devpuri behind Idgah in Durga Mandir wali lane opposite Moonlight drycleaner. I have been complaining and reminding to Mr Bharat Bhushan in Jal Nigam but nothing has been done till now. Please help. DK Jain",9,0,9,1756,23,182,29,"21-12-2017 22:40","There is a big water leakage from underground eater line in Devpu...",Location
W017270C302830,"Jattoli village mai 3-4 day ho gay water supply nhi ho rha",9,0,9,1727,23,182,29,"22-12-2017 10:54","Jattoli village mai 3-4 day ho gay water supply nhi ho rha","Dantal Jatoli Road, Kanker Khera, Meerut, Uttar Pradesh, India"
W017170C302927,"There is a Temple which is located in MDA Park in M pocket residency in Ganga Nagar meerut.. The problem is from pujari Who is creating noise pollution with loud noise through loudspeakers of the temple.Because of that children are unable to study and feel uncomfortable. The temple is illegally constructed in MDA park. So kindly sort out our problem as soon as possible. 
Thanking You.",1,0,9,1717,9,42,NULL,"22-12-2017 18:06","There is a Temple which is located in MDA Park in M pocket reside...","गंगा नगर, मेरठ, उत्तर प्रदेश, भारत"
W017720C303114,"आवस विकास कालोनी माधव पुरम मेरठ सेक्टर 2, आवास संख्या 540 से 569/1की सीवर लाइन बंद है ,सीवर का पानी चारों तरफ फैल कर गंदगी फैलाता है ।जिसकी शिकायत की गई लेकिन कोई नहीं सुनता। तथा नाली भी बंद हैं।",9,0,9,1772,9,42,NULL,"23-12-2017 12:57","आवस विकास कालोनी माधव पुरम मेरठ सेक्टर 2, आवास संख्या 540 से 569/...","2/221, Madhavpuram, Meerut, Uttar Pradesh 250002, India"
W017170C303200,"House,no6/1/1is,running,commercial,activity,with,domestic,connection",3,1,9,1717,9,42,29,"23-12-2017 18:42","House,no6/1/1is,running,commercial,activity,with,domestic,connect...","Jagriti Vihar, Meerut, Uttar Pradesh, India"
W017510C303240,"My compilant",9,0,9,1751,23,182,29,"24-12-2017 01:00","My compilant","806/3E, Khushhal Nagar, Madhavpuram, Meerut, Uttar Pradesh 250002, India"
W017290C303323,"Nala in front of my house is filled with garbage. no one comes here to clean this and it is keep on accumulating leading to mosquitoes",3,0,9,1729,6,155,29,"24-12-2017 17:18","Nala in front of my house is filled with garbage. no one comes he...","Central Market Road, Shastri Nagar, Meerut, Uttar Pradesh, India"
W017480C303507,"203/2 jagriti vihar,Meerut ke saamne kafi garbae pada h,pl saaf karaye",3,0,9,1748,6,155,29,"25-12-2017 20:48","203/2 jagriti vihar,Meerut ke saamne kafi garbae pada h,pl saaf k...","B-91, B Block, Shastri Nagar, Meerut, Uttar Pradesh 250001, India"
W017640C303619,"मकान नम्बर 80/8 व 49/8,  शास्त्री नगर,  के सामने काफी दिनों से कूडा है, गाड़ी आती है और कहने पर भी कूडा नही उठाते है बोलते है हमारे क्षेत्र मे नही आता",3,0,9,1764,6,155,29,"26-12-2017 11:39","मकान नम्बर 80/8 व 49/8,  शास्त्री नगर,  के सामने काफी दिनों से कू...","81/8, Sector 8, Sector 9, Shastri Nagar, Meerut, Uttar Pradesh 250001, India"
W017550C303620,"Garbage issue",9,1,9,1755,6,155,29,"26-12-2017 11:47","Garbage issue","Meerut, Uttar Pradesh, India"
W017550C303667,"Garbage _ no vehicle has come",9,0,9,1755,6,155,29,"26-12-2017 16:15","Garbage _ no vehicle has come","Meerut, Uttar Pradesh, India"
W017550C303668,"Stray dogs are not allowing people to walk on the road",9,0,9,1755,19,77,29,"26-12-2017 16:17","Stray dogs are not allowing people to walk on the road","Meerut, Uttar Pradesh, India"
W017820C303920,"There are two many street dogs gathered and they also harms the human passing here and residing here please take Immediate action on it .",3,0,9,1782,19,77,29,"27-12-2017 22:08","There are two many street dogs gathered and they also harms the h...","10, Hapur Rd, Bhawani Nagar, Rambagh Colony, Meerut, Uttar Pradesh 250002, India"
W017480C303995,"Garbage near my house  .adress is 161sec4 Jagriti Vihar Meerut city. J.K.Goel retd Judge",3,0,9,1748,6,155,29,"28-12-2017 10:38","Garbage near my house  .adress is 161sec4 Jagriti Vihar Meerut ci...","162/4, Sector 4, Jagrati Vihar, Meerut, Uttar Pradesh 250004, India"
W017340C304102,"Sector 5 main road Shatabdi nagar delhi road MEERUT me naale band pde h inke opper ghaas ug aayi h, pichle 15 varsho se ak baar bhi inki safai nhi hui h, please inki safai ki karyvahi k liye kuch krva de",3,0,9,1734,6,155,29,"28-12-2017 19:28","Sector 5 main road Shatabdi nagar delhi road MEERUT me naale band...","Unnamed Road, Sector 1, Mda, Meerut, Uttar Pradesh 250103, India"
W017270C304147,"Kya ye app kaaam bhi karta hai abhi tak hamari shikayat ka nivaran nahi hua hai",9,1,9,1727,9,42,NULL,"29-12-2017 07:22","Kya ye app kaaam bhi karta hai abhi tak hamari shikayat ka nivara...","Police Station Ganganagar, Meerut, Ganga Nagar, Meerut, Uttar Pradesh, India"
W017200C304148,"Please remove the loudspeaker from m pocket ganganagar mandir  I'm complaining this third time Otherwise this app is useless",1,0,9,1720,9,42,NULL,"29-12-2017 07:31","Please remove the loudspeaker from m pocket ganganagar mandir  I'...","M-Pocket, Ganga Nagar, Meerut, Uttar Pradesh, India"
W017230C304291,"मेरठ में ट्रैफिक ग्रीन लाइट पर क्यों रुकता है व रेड लाइट पर क्यों चलता है ? सभी चौराहों पर ट्रैफिक रॉंग साइड क्यों चलता है ? बेगम ब्रिज पर तो ट्रैफिक पुलिस की नाक के नीचे यह होता है क्यों?",9,2,9,1723,9,42,29,"29-12-2017 16:39","मेरठ में ट्रैफिक ग्रीन लाइट पर क्यों रुकता है व रेड लाइट पर क्यों...","मेरठ, उत्तर प्रदेश, अम्हेरा मार्ग, न्यू मिनाक्षी पूरम कॉलोनी, खातिक मोहल्ला, मेरठ, उत्तर प्रदेश, भारत"
W017080C304584,"Dear Sir,  At Shiv chowk crossing just where Railway overbridge starts lot of road encroachment has happened. safe passage is just impossible. high speeds Vehical coming from ROB is high risk zone for accidents,  no red light. illegal shoes,  wrong Vehical standing and dropping us biggest safety risk for passengers. encroachment before the shops has further magnified this problem. local police check post is ten meters,  but not addressing the problems.",1,1,9,1708,2,27,30,"30-12-2017 22:14","Dear Sir,  At Shiv chowk crossing just where Railway overbridge s...","169/6, Subhash Puri, Shivlok Puri, Meerut Cantt, Meerut, Uttar Pradesh 250001, India"
W017820C304713,"Sir ham are yaha kutte bahut he ye gali me poti karte he me apni gali ko saf karta karta thak gaya",3,1,9,1782,19,77,29,"31-12-2017 16:12","Sir ham are yaha kutte bahut he ye gali me poti karte he me apni...","Zaidi Farm, Meerut, Uttar Pradesh, India"
W017550C304763,"Respected Sir, 
our here Street light not working very long time. please take a action as soon as possible.
thanking you",3,1,9,1755,470,62,29,"31-12-2017 21:32","Respected Sir, 
our here Street light not working very long time....","Meerut, Uttar Pradesh, India"
W017470C304764,"माधवपुरम से ३ के १बी मे मकान न ५४१ से ५२१तक के सीवर भर गये है साफ कराने का कष्ट करे 
अफजाल सैफी पार्षद समाजवादी पार्टी नगर निगम मेरठ नया वार्ड न ४८ व पुराना ५७ है",1,2,9,1747,11,47,32,"31-12-2017 21:35","माधवपुरम से ३ के १बी मे मकान न ५४१ से ५२१तक के सीवर भर गये है साफ...","नगर निगम, मेरठ, उत्तर प्रदेश, भारत"
W017480C305027,"App पर समस्या बताने से क्या होगा? इसके लिए जिम्मेदारी से काम करने वाले चाहिए।",3,0,9,1748,6,155,29,"2/1/18 11:02","App पर समस्या बताने से क्या होगा? इसके लिए जिम्मेदारी से काम करने...","146/4, Sector 4, Jagrati Vihar, Meerut, Uttar Pradesh 250004, India"
W017210C305141,"Garbage near entrance of takshila colony not cleaned at all",3,0,9,1721,6,155,29,"2/1/18 21:52","Garbage near entrance of takshila colony not cleaned at all","432/6, Tarouli, Sector 6, Jagrati Vihar, Meerut, Uttar Pradesh 250004, India"
W017520C305285,"वार्ड न ४७ शाहपीर साहब कब्रिस्तान मे १एच पी सबमसिर्बल पम्प खराब पडा हुआ है इसका रिबोर कराने का कष्ट करे 

अफजाल सैफी 
पार्षद नगर निगम समाजवादी पार्टी मेरठ",9,0,9,1752,23,182,29,"3/1/18 16:31","वार्ड न ४७ शाहपीर साहब कब्रिस्तान मे १एच पी सबमसिर्बल पम्प खराब प...","मेरठ नगर निगम, मेरठ, उत्तर प्रदेश, भारत"
W017520C305286,"वार्ड न ४७ शाहपीर साहब कब्रिस्तान मे १एच पी सबमसिर्बल पम्प खराब पडा हुआ है इसका रिबोर कराने का कष्ट करे 

अफजाल सैफी 
पार्षद नगर निगम समाजवादी पार्टी मेरठ",9,0,9,1752,23,182,29,"3/1/18 16:31","वार्ड न ४७ शाहपीर साहब कब्रिस्तान मे १एच पी सबमसिर्बल पम्प खराब प...","मेरठ नगर निगम, मेरठ, उत्तर प्रदेश, भारत"
W017520C305287,"वार्ड न ४७ शाहपीर साहब कब्रिस्तान मे १एच पी सबमसिर्बल पम्प खराब पडा हुआ है इसका रिबोर कराने का कष्ट करे 

अफजाल सैफी 
पार्षद नगर निगम समाजवादी पार्टी मेरठ",9,0,9,1752,23,182,29,"3/1/18 16:31","वार्ड न ४७ शाहपीर साहब कब्रिस्तान मे १एच पी सबमसिर्बल पम्प खराब प...","मेरठ नगर निगम, मेरठ, उत्तर प्रदेश, भारत"
W017520C305288,"वार्ड न ४७ शाहपीर साहब कब्रिस्तान मे १एच पी सबमसिर्बल पम्प खराब पडा हुआ है इसका रिबोर कराने का कष्ट करे 

अफजाल सैफी 
पार्षद नगर निगम समाजवादी पार्टी मेरठ",9,0,9,1752,23,182,29,"3/1/18 16:31","वार्ड न ४७ शाहपीर साहब कब्रिस्तान मे १एच पी सबमसिर्बल पम्प खराब प...","मेरठ नगर निगम, मेरठ, उत्तर प्रदेश, भारत"
W017520C305746,"वार्ड न ४८.माधवपुरम.सेक्टर.३.के १बी मे म न.५२२.के सामने सीवर.भर गया है गन्दा पानी भर गया है जिससे बदबू उत्पन्न हो रही है महाप्रबधक जल नगर निगम मेरठ जनहित मे ठीक कराने का कष्ट करे 

अफजाल सैफी पार्षद नगर निगम समाजवादी पार्टी मेरठ",1,0,9,1752,11,47,32,"5/1/18 16:38","वार्ड न ४८.माधवपुरम.सेक्टर.३.के १बी मे म न.५२२.के सामने सीवर.भर ग...","मेरठ नगर निगम, मेरठ, उत्तर प्रदेश, भारत"
W017090C305761,"Wonder city phase-2NH-58Buy paas meerut  की कालोनी का कूड़ा पिछले 2 महीनों से नही उठाया गया । कृपया ध्यान दे।",3,1,9,1709,6,155,29,"5/1/18 18:02","Wonder city phase-2NH-58Buy paas meerut  की कालोनी का कूड़ा पिछले...","Delhi Rd, Sector 2, Mda, Meerut, Uttar Pradesh 250103, India"
W017270C305772,"Please my problem solved you.",9,0,9,1727,15,56,29,"5/1/18 20:06","1 week delay my problem &amp; no solution from MDA","A-59, Tirupati Garden, Defence Colony, Meerut, Uttar Pradesh 250004, India"
W017240C305792,"A piece of land that was once home to cricket lovers in kanker khera area has now turned into a dumping ground due to the weekly market there. you are requested to arrange for the cleanliness and maintenance of the ground and order a systematic market organisation which reduces chaos and difficulty for the ones living nearby. Talking about the MARSHALL PITCH on Ambedkar road in Kanker khera",3,1,9,1724,9,42,29,"5/1/18 22:26","A piece of land that was once home to cricket lovers in kanker kh...","Defence Enclave, Meerut, Uttar Pradesh, India"
W017680C306092,"Every Sunday garbage not being picked up",3,0,9,1768,6,155,29,"7/1/18 11:40","Every Sunday garbage not being picked up","Apsara Cinema Rd, Jali Kothi, Meerut, Uttar Pradesh 250002, India"
W017480C306147,"Park mae safaee nahi ho rahee sir one month hoo gaya safaee karmee nahee aayaeee",3,0,9,1748,6,155,29,"7/1/18 14:12","Park mae safaee nahi ho rahee sir one month hoo gaya safaee karme...","15/3, Pnb Rd, Sector 3, Jagrati Vihar, Meerut, Uttar Pradesh 250004, India"
W017550C306389,"Garbage issue",9,1,9,1755,6,155,29,"8/1/18 12:05","Garbage issue","Meerut, Uttar Pradesh, India"
W017680C306702,"Garbage not picked up",3,1,9,1768,6,155,29,"9/1/18 15:45","Garbage not picked up","Apsara Cinema Rd, Jali Kothi, Meerut, Uttar Pradesh 250002, India"
W017680C306704,"Garbage not picked up",3,1,9,1768,6,155,29,"9/1/18 15:50","Garbage not picked up","Apsara Cinema Rd, Jali Kothi, Meerut, Uttar Pradesh 250002, India"
W017200C306712,"Please remove the loudspeaker from M -pocket Ganganagar mandir. It creates loud noise which affect children studies and health pls solve it as soon as possible.",3,2,9,1720,9,42,29,"9/1/18 16:19","Please remove the loudspeaker from M -pocket Ganganagar mandir. I...","M-Pocket, Ganga Nagar, Meerut, Uttar Pradesh, India"
W017480C306895,"Hi please post a complaint",9,2,9,1748,19,77,29,"10/1/18 16:30","Hi please post a complaint","Meerut Garh Road, Damoder Colony, B Block, Meerut, Uttar Pradesh, India"
W017550C306966,"Dear Team
myself is rajiv .in front of my house led light is there but it is not running. please do light it up in night.
my no is 7983090706
Regards 
rajiv",3,0,9,1755,470,165,29,"10/1/18 22:00","Dear Team
myself is rajiv .in front of my house led light is ther...","Pl Sharma Rd, Begambagh, Meerut, Uttar Pradesh 250001, India"
W017550C307088,"Complaint for dashboard",9,1,9,1755,6,155,29,"11/1/18 13:30","Complaint for dashboard","Begum Bridge Rd, Cms Mission Compound, Thapar Nagar, Meerut, Uttar Pradesh 250001, India"
W017470C307091,"Check complaint",9,1,9,1747,6,155,29,"11/1/18 13:36","Check Complaint","Western Kutchery Rd, Mohanpuri, Meerut, Uttar Pradesh 250003, India"
W017640C307368,"पानी की मेन पाईपलाईन फटने से पुरे मौहल्ले और घरो मे घुसा पानी..कृया इसे जल्द से जल्द ठीक कराने की कृपा करे.
पता - पुराना के ब्लाक ५०९, शासञी नगर",9,2,9,1764,23,182,29,"12/1/18 16:59","पानी की मेन पाईपलाईन फटने से पुरे मौहल्ले और घरो मे घुसा पानी..कृ...","Shastri Nagar, Meerut, Uttar Pradesh, India"
W017700C307561,"Nai sarak shastri nagar pe logo ne encroachment karke  naali - naalo par ramp etc bana rakha hai.jiski wajah se naale saaf nahi hote",1,2,9,1770,2,27,30,"13-01-2018 13:43","Nai sarak shastri nagar pe logo ne encroachment karke  naali - na...","452, Central Market Rd, Kalyan, Meerut, Uttar Pradesh 250002, India"
W017700C307644,"There are too many street dogs in jaydevi nagar which bark at us, scare us all and sometimes even bite someone which may lead to infection",9,1,9,1770,19,77,29,"13-01-2018 20:28","There are too many street dogs in jaydevi nagar which bark at us,...","Meerut Garh Road, Kalyan Nagar, Meerut, Uttar Pradesh, India"
W017510C307823,"माधवपुरम से ३ के १बी मे म  न ८५३ के सामने पानी की लाइन लीकेज हो रही है ठीक कराने का कष्ट करे",1,1,9,1751,11,47,32,"14-01-2018 17:54","माधवपुरम से ३ के १बी मे म  न ८५३ के सामने पानी की लाइन लीकेज हो र...","Unnamed Road, Khushhal Nagar, Madhavpuram, Meerut, Uttar Pradesh 250002, India"
W017270C307837,"Street lights are not working so please get it’s replaced",3,1,9,1727,470,62,29,"14-01-2018 19:25","Street lights are not working so please get it’s replaced","C-104, Rajendra Puram, Radha Garden, Ganga Nagar, Meerut, Uttar Pradesh 250001, India"
W017700C307850,"There is garbage littered everywhere outside our colony and also outside government Kala Kendra",3,1,9,1770,6,155,29,"14-01-2018 20:13","There is garbage littered everywhere outside our colony and also...","33/b, Kalyan, Meerut, Uttar Pradesh 250002, India"
W017700C307851,"There is garbage littered everywhere outside government Kala Kendra",3,0,9,1770,6,155,29,"14-01-2018 20:14","There is garbage littered everywhere outside government Kala Kend...","38, Central Market Rd, Kalyan, Meerut, Uttar Pradesh 250002, India"
W017470C308071,"Street lights in front of my house is not working",3,0,9,1747,470,62,29,"16-01-2018 10:44","Street lights in front of my house is not working","Meerut Kutchery, Lalkurti Bazaar, Meerut Cantt, Meerut, Uttar Pradesh 250001, India"
W017190C308542,"Rash driving by every age group... none of policeman bother to take care of it...Neither they didnt take strict action against any illegal activies.. like no helmet checking... no active authorities againt trippling of young ladies.... no proper following of traffic lights and even traffic police standing their didnt pay attention to it..rather they indulge in chitchat",9,0,9,1719,9,42,29,"18-01-2018 10:40","Rash driving by every age group... none of policeman bother to ta...","213, Janakpuri, Meerut, Uttar Pradesh 250004, India"
W017520C308583,"Nagar nigam ka sochalaya bhut ganda rheta hai opposite to account office and there is no proper lighting also",9,0,9,1752,9,42,29,"18-01-2018 13:04","Nagar nigam ka sochalaya bhut ganda rheta hai opposite to account...","Delhi Rd, Maqbara Diggi, Meerut, Uttar Pradesh 250002, India"
W017520C308624,"आपको अवगत कराना है कि माधवपुरम से ३ के १बी मे गलिया उबड खाबड है तथा टूटी हुई है यह वार्ड न ४८ केअन्तर्गत  आता है आप  तत्काल प्रभाव से नाली निर्माण व टाइल्स  लगवाने का कष्ट करे 

अफजाल सैफी 

पूर्व पार्षद नगर निगम ९३१९१४६०६१",1,1,9,1752,11,45,32,"18-01-2018 15:28","आपको अवगत कराना है कि माधवपुरम से ३ के १बी मे गलिया उबड खाबड है त...","Meerut Nagar Nigam, Meerut, Uttar Pradesh, India"
W017610C308674,"नाली की सिल्ट चार दिन से निकली हुई है जिसे उठाया नही गया है । कृपया इसे साफ कराएँ।",3,0,9,1761,6,155,29,"18-01-2018 18:49","नाली की सिल्ट चार दिन से निकली हुई है जिसे उठाया नही गया है । कृप...","Rd Number 2, Nehru Nagar, Phool Bagh Colony, Panchsheel Colony, Meerut, Uttar Pradesh 250003, India"
W017610C308675,"स्ट्रीट लाइट ख़राब है । कृपया बदलवाए",3,0,9,1761,470,165,29,"18-01-2018 18:52","स्ट्रीट लाइट ख़राब है । कृपया बदलवाए","648, Nehru Nagar, Phool Bagh Colony, Panchsheel Colony, Meerut, Uttar Pradesh 250003, India"
W017230C308692,"There are many stray dogs in our locality sector 4 Rakshapuram they bark at us they even try to bite which may result in unwanted activity not only this they also pollute the colony by their shit which also result in bad smell


It is becoming very difficult for us to bear all this

Nagar nigam pleae take the corrective action at the earliest.",3,1,9,1723,19,77,29,"18-01-2018 21:16","There are many stray dogs in our locality sector 4 Rakshapuram th...","4/89, Rakshapuram Main Road, Defence Colony, Meerut, Uttar Pradesh, India"
W017670C308902,"Sir ye photo Thapar Nagar Gali no 3 shiv Mandir ke pass ki hi jha ke street light 1 Month se  kharab hi or koi bhi sunvai nahi ho rahi hi Mandir or sadak par sham hotey hi Andhra ho Jaat hi 
pls hamari help kare.",3,3,9,1767,470,62,29,"19-01-2018 20:49","Sir ye photo Thapar Nagar Gali no 3 shiv Mandir ke pass ki hi jha...","174, Thapar Nagar Gali Number 3, Thapar Nagar, Meerut, Uttar Pradesh 250001, India"
W017940C309349,"Loud music on P A system after 10 P M should be strictly stopped",1,2,9,1794,2,27,30,"21-01-2018 22:35","Loud music on P A system after 10 P M should be strictly stopped","Dhanwantri Rd, Maqbara Diggi, Meerut, Uttar Pradesh 250002, India"
W017940C309470,"Picture taken at 19/01/2018 16:45:09 - Autorickshaws and Taxis at Meerut Cantt, Meerut, Uttar Pradesh, India. REG.No[KA 03 BB 6227]",9,0,9,1794,21,82,34,"22-01-2018 14:16","Picture taken at 19/01/2018 16:45:09 - Autorickshaws and Taxis at...","Meerut Cantt, Meerut, Uttar Pradesh, India"
W017300C309563,"LED light on pole in front of B 48",3,0,9,1730,470,165,29,"22-01-2018 21:48","LED light on pole in front of B 48","B-48, Pallavpuram, Meerut, Uttar Pradesh 250110, India"
W017480C309810,"Sir there is domping kachra in front my house 10/6 jagrativihar so please remove it .
thanks",1,0,9,1748,11,45,32,"23-01-2018 20:00","Sir there is domping kachra in front my house 10/6 jagrativihar s...","Jagrati Vihar, Pf Office, Pnb Road, Sector 6, Meerut, Uttar Pradesh, India"
W017480C309811,"Sir please clean the nala in front my house no 6/6 jagrativihar",3,0,9,1748,9,42,29,"23-01-2018 20:07","Sir please clean the nala in front my house no 6/6 jagrativihar","Jagrati Vihar, Pf Office, Pnb Road, Sector 6, Meerut, Uttar Pradesh, India"
W017700C309816,"Encroachment on naali and naalas by people.
why don't u take strict action and demolish all these encroachment",1,0,9,1770,2,27,30,"23-01-2018 20:53","Encroachment on naali and naalas by people.
why don't u take stri...","452, Central Market Rd, Kalyan, Meerut, Uttar Pradesh 250002, India"
W017180C310086,"Multan Nagar Gali no 1 Ganna society ke samne koi bhi street light nahi hai gali main andhera rehta hai",3,0,9,1718,470,165,29,"25-01-2018 08:44","Multan Nagar Gali no 1 Ganna society ke samne koi bhi street ligh...","Multan Nagar, Meerut, Uttar Pradesh, India"
W017180C310087,"Multan Nagar Gali no 1 Ganna Society ke samne nali main jal bharav safai ki samasya",3,2,9,1718,9,42,29,"25-01-2018 08:49","Multan Nagar Gali no 1 Ganna Society ke samne nali main jal bhara...","Multan Nagar, Meerut, Uttar Pradesh, India"
W017550C310093,"मैं शास्त्रीनगर सेक्टर 13 का निवासी हूँ, यहाँ की सड़के बहुत खराब स्तिथि में है, अब तो सड़क ठीक से दिखाई भी नहीं देती, इन पर ध्यान दें।",9,0,9,1755,15,67,29,"25-01-2018 09:11","मैं शास्त्रीनगर सेक्टर 13 का निवासी हूँ, यहाँ की सड़के बहुत खराब स...","Meerut City, Meerut, Uttar Pradesh, India"
W017550C310141,"Hapur adde ka jamm",9,0,9,1755,9,42,29,"25-01-2018 12:18","Hapur adde ka jamm","Meerut City, Meerut, Uttar Pradesh, India"
W017940C310144,"There is always dump of garbage near the Cantt Railway Station foot over bridge.. station  to  kanker khera Market..",9,1,9,1794,6,155,29,"25-01-2018 15:42","There is always dump of garbage near the Cantt Railway Station fo...","Meerut - Karnal Rd, Kanker Khera, Meerut Cantt, Meerut, Uttar Pradesh 250001, India"
W017940C310145,"नाले की सफाई, स्ट्रीट लाइट",3,1,9,1794,6,155,29,"25-01-2018 16:14","नाले की सफाई, स्ट्रीट लाइट","1, Abu Ln, Sadar Bazaar, Meerut, Uttar Pradesh 250001, India"
W017550C310153,"To avoid toll tax...trucks in night pass via road from sai temple to ssp residence (kutiya crossing )  few days back aome obstruction was placed to orevent this ...but of no use.kindly see .",3,0,9,1755,9,42,29,"25-01-2018 20:45","To avoid toll tax...trucks in night pass via road from sai temple...","Western Kutchery Rd, Mohanpuri, Meerut, Uttar Pradesh 250001, India"
W017660C310163,Chamra.path.pr.kuleaam.bikta.mas,3,0,9,1766,9,42,29,"26-01-2018 09:58",Chamra.path.pr.kuleaam.bikta.mas,"L-893, Shastri Nagar, Meerut, Uttar Pradesh 250001, India"
W017160C310167,"There are very critical conditions of roads . Roads should be build fast . This creates a bad smell , land pollution please make roads build fast as fast . I'm living here for 4 years . This also creates a cancer .",3,4,9,1716,15,67,29,"26-01-2018 14:41","There are very critical conditions of roads . Roads should be bui...","Shiv Shakti Vihar Rd, Jai Bhim Nagar, Meerut, Uttar Pradesh 250004, India"
W017750C310177,"Many stray dogs in our area ...they spread potty all over the street and barked whole night.they are very dangerous for small kids ..please do somthing",3,0,9,1775,19,77,29,"26-01-2018 21:28","Many stray dogs in our area ...they spread potty all over the str...","208, Hapur Rd, Rajendra Nagar, Meerut, Uttar Pradesh 250002, India"
W017750C310195,"Stray dog has been roaming in the streets of Durga Nagar (Ward 60) in gali adjacent to hotel PK. The dog is often violent and has multiple cases of biting people. Please take away the dog from here.",3,2,9,1775,19,77,29,"27-01-2018 17:32","Stray dog has been roaming in the streets of Durga Nagar (Ward 60...","15, Garh Rd, Gandhi Nagar, Meerut, Uttar Pradesh 250002, India"
W017160C310203,"Hello
  humare yahan shiv shakti vihar m water supply bahut ganda ata hai jo ki pine layak nahii hai apse nivedan hai jald s  jald sahi karane ki krapa kare",9,0,9,1716,23,182,29,"27-01-2018 23:33","Hello
  humare yahan shiv shakti vihar m water supply bahut ganda...","Garh Rd, Jai Bhim Nagar, Meerut, Uttar Pradesh 250004, India"
W017610C310211,"नाली की सिल्ट उठवाए।",3,0,9,1761,6,155,29,"28-01-2018 11:05","नाली की सिल्ट उठवाए।","578, Nehru Nagar, Phool Bagh Colony, Panchsheel Colony, Meerut, Uttar Pradesh 250003, India"
W017550C310212,"Dustbin placed in front of house. it's facing our main window opening, thereby causing all insects and foul smell all over. it should be placed at right place (in front of nala, or any other vacant place) All pigs and dogs are always wandering there.

it's totally unhigenic. its also near tovpost box kindly resolve the issue at the earliest.

location : opposite vasudeva electronics , ok Sharma road",3,0,9,1755,6,155,29,"28-01-2018 11:32","Dustbin placed in front of house. it's facing our main window ope...","Pl Sharma Rd, Begambagh, Meerut, Uttar Pradesh 250001, India"
W017330C310214,"Yeh haal hai transformer par main line cables connection ka @ green park colony behind dma 1st school modipuram meerut. yaha par garmi me bar bar fuse bhi udtha rahta hai kyu ki transformer purana hai aur overloaded bhi hai",2,0,9,1733,4,33,33,"28-01-2018 12:17","Yeh haal hai transformer par main line cables connection ka @ gre...","Bh-23, Meerut Bypass Rd, Pallavpuram, Meerut, Uttar Pradesh 250110, India"
W017330C310215,"Unauthorised  milk daires garbage @ main gate @ green park colony modipurm meerut main road. approx 100 family live here",3,0,9,1733,6,155,29,"28-01-2018 12:21","Unauthorised  milk daires garbage @ main gate @ green park colony...","Bh-23, Meerut Bypass Rd, Pallavpuram, Meerut, Uttar Pradesh 250110, India"
W017550C310222,"Daily wrong side traffic at TP Nagar, Delhi Road, Near Dharmkanta",9,0,9,1755,9,42,29,"28-01-2018 16:22","Daily wrong side traffic at TP Nagar, Delhi Road, Near Dharmkanta","Meerut City, Meerut, Uttar Pradesh, India"
